,Unnamed: 0,lesson_name,question_name,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,image_path,image_has_labels_to_guess,caption,blip_2_generated_answers,mapped_predictions
728,728,introduction to plants,Which part draws water up from the ground?,A,B,C,D,D,../Dataset/test/question_images/parts_plant_3799.png,No,a plant with the name of the parts labeled,c,C
729,729,introduction to plants,Which part of the plant takes in carbon dioxide and creates oxygen?,Flower,Leaf,Root,Stem,Leaf,../Dataset/test/question_images/parts_plant_3847.png,No,a diagram of a plant with parts labeled in english,b,Leaf
730,730,introduction to plants,What part of the plant is underground?,Root,Stem,Fruit,Leaf,Root,../Dataset/test/question_images/parts_plant_3847.png,No,a diagram of a plant with parts labeled in english,a,Root
731,731,introduction to plants,How many parts of a plant are labeled in the diagram?,2,3,5,4,5,../Dataset/test/question_images/parts_plant_3847.png,No,a diagram of a plant with parts labeled in english,d,4
732,732,introduction to plants,How many parts of a plant are shown on this diagram above ground?,5,4,2,3,4,../Dataset/test/question_images/parts_plant_3847.png,No,a diagram of a plant with parts labeled in english,a,5
733,733,introduction to plants,What part is responsible for storing food?,Seed,Leaf,Stem,Root,Root,../Dataset/test/question_images/parts_plant_6271.png,No,a close up of a plant with parts labeled on it,d,Root
734,734,introduction to plants,Which part is not part of the shoot?,fruit,root,seed,flower,root,../Dataset/test/question_images/parts_plant_6271.png,No,a close up of a plant with parts labeled on it,b,root
735,735,introduction to plants,Which part of the plant contains the seeds?,Fruit,Root,Stem,Flower,Fruit,../Dataset/test/question_images/parts_plant_6271.png,No,a close up of a plant with parts labeled on it,a,Fruit
736,736,introduction to plants,"Among the parts of a plant, how many contain stomata?",4,2,6,1,1,../Dataset/test/question_images/parts_plant_6271.png,No,a close up of a plant with parts labeled on it,a,4
737,737,introduction to plants,How many are the major parts of a plant?,3,2,5,4,2,../Dataset/test/question_images/parts_plant_6271.png,No,a close up of a plant with parts labeled on it,d,4
738,738,introduction to plants,"In a structure of a plant, what is the reproductive structure found in plants that are floral?",Flower,Fruit,Seed,Leaf,Flower,../Dataset/test/question_images/parts_plant_6271.png,No,a close up of a plant with parts labeled on it,a,Flower
739,739,introduction to plants,Which part of the plant is blue?,Node,Vegtative branch,Flower,Bud,Flower,../Dataset/test/question_images/parts_plant_6272.png,No,a diagram of a plant with all the parts labeled,d,Bud
740,740,introduction to plants,Which part of the plant is responsible for the production of gametes?,Flower,Terminal Bud,Petiole,Internode,Flower,../Dataset/test/question_images/parts_plant_6272.png,No,a diagram of a plant with all the parts labeled,a,Flower
741,741,introduction to plants,What connects the taproot to the flower?,terminal bud,node,vascular tissue,vegetative branch,vascular tissue,../Dataset/test/question_images/parts_plant_6272.png,No,a diagram of a plant with all the parts labeled,c,vascular tissue
742,742,introduction to plants,What is located at the top of the plant?,Petiole,Node,Axillary bud,Terminal bud,Terminal bud,../Dataset/test/question_images/parts_plant_6272.png,No,a diagram of a plant with all the parts labeled,d,Terminal bud
743,743,introduction to plants,How many kinds of buds are there in a plant?,1,2,4,3,2,../Dataset/test/question_images/parts_plant_6272.png,No,a diagram of a plant with all the parts labeled,d,3
744,744,introduction to plants,What is the minimum number of leaves that can be present on a petiole?,9,3,1,10,1,../Dataset/test/question_images/parts_plant_6272.png,No,a diagram of a plant with all the parts labeled,c,1
745,745,introduction to plants,How many parts does the plan below have?,6,3,4,7,7,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,a,6
746,746,introduction to plants,What part holds plants upright?,Axilliary Bud,Stem,Root,Flower,Stem,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,b,Stem
747,747,introduction to plants,Which part of the plant keeps it upright allowing for sunlight and air?,axilliary bud,stem,basal leaf,flower,stem,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,b,stem
748,748,introduction to plants,What connects the stem leaf to the stem?,stem,axilliary bud,flower bud,flower,axilliary bud,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,a,stem
749,749,introduction to plants,How many basal leaves does the plant in the diagram have?,10,9,11,7,7,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,d,7
750,750,introduction to plants,How many basal leaves on the plant shown?,7,4,6,5,7,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,b,4
751,751,introduction to plants,What is the bottom part called?,stem,root,basal leaf,flower bud,root,../Dataset/test/question_images/parts_plant_6273.png,No,a diagram of a plant with the parts labeled,b,root
752,752,introduction to plants,Which label refers to the part of the stem that is between nodes?,Shoot System,Internode,Blade,Petiole,Internode,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,b,Internode
753,753,introduction to plants,What is the structure of the plant above the soil called?,Blade,Shoot System,Node,Petiole,Shoot System,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,b,Shoot System
754,754,introduction to plants,What among the following is not constituted in the shoot system?,Blade,Flower,Taproot,Petiole,Taproot,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,c,Taproot
755,755,introduction to plants,Which system of a plant is underground?,shoot system,root system,flower bud,node,root system,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,b,root system
756,756,introduction to plants,How many parts of the flower does the root system comprise?,2,1,4,3,2,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,d,3
757,757,introduction to plants,How many types of roots are there in a plant?,5,3,4,2,2,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,d,2
758,758,introduction to plants,What are the protrusions coming out of the taproot called?,terminal bud,internode,axillary bud,lateral roots,lateral roots,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,d,lateral roots
759,759,introduction to plants,Which among these is not a part of shoot system?,Taproot,Flower,Blade,Petiole,Taproot,../Dataset/test/question_images/parts_plant_6275.png,No,a diagram of a plant with all the parts labeled,a,Taproot
760,760,introduction to plants,What is below the primary roots?,Secondary roots,Shoot system,Internode,Leaf,Secondary roots,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,a,Secondary roots
761,761,introduction to plants,Leaves are attached to the stem through this structure.,node,shoot,bud,internode,node,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,a,node
762,762,introduction to plants,If left on the plant what will a flower turn into?,Fruit,Stem,Roots,Leaf,Fruit,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,a,Fruit
763,763,introduction to plants,Which is not part of the shoot system?,Fruit,Primary Root,Flower,Leaf,Primary Root,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,a,Fruit
764,764,introduction to plants,How many kinds of roots are present in the root system?,5,3,2,1,2,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,c,2
765,765,introduction to plants,How many parts is the root system comprised of?,3,4,2,1,2,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,a,3
766,766,introduction to plants,Which part of the plant has stomata?,Root,Flower,Leaf,Stem,Leaf,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,c,Leaf
767,767,introduction to plants,Which system is responsible for water absorption?,Node,Root system,Shoot system,Bud,Root system,../Dataset/test/question_images/parts_plant_6276.png,No,a diagram of a plant with parts labeled in english,b,Root system
768,768,introduction to plants,What part is K corresponding to?,stem,roots,leaf,node,roots,../Dataset/test/question_images/parts_plant_6277.png,No,a drawing of a plant with a root and leaves,d,node
769,769,introduction to plants,Which part of a plant is labeled as K?,Stem,Roots,Flower,Leaf,Roots,../Dataset/test/question_images/parts_plant_6277.png,No,a drawing of a plant with a root and leaves,b,Roots
770,770,introduction to plants,How many parts of a plant are found underground?,none,3,2,1,1,../Dataset/test/question_images/parts_plant_6277.png,No,a drawing of a plant with a root and leaves,c,2
771,771,introduction to plants,What's the name of the structure K?,Stem,Flower,Root,Xylem,Root,../Dataset/test/question_images/parts_plant_6277.png,No,a drawing of a plant with a root and leaves,d,Xylem
772,772,introduction to plants,What is the reproductive structure found in plants that are floral?,Flower,Leaf,Stem,Roots,Flower,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,a,Flower
773,773,introduction to plants,What part of the plant absorbs water and minerals from the soil?,Leaf,Steam,Flower,Roots,Roots,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,d,Roots
774,774,introduction to plants,What part of the plant directly supports the flower?,Stem,Leaf,Flower,Roots,Stem,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,a,Stem
775,775,introduction to plants,How many parts are there to this plant?,5,2,4,3,4,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,d,3
776,776,introduction to plants,How many plant parts are labeled in the diagram?,5,3,1,4,4,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,d,4
777,777,introduction to plants,What part of a plant is normally divided into nodes and internodes?,Roots,Leaf,Stem,Flower,Stem,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,c,Stem
778,778,introduction to plants,Where does the process of absorbing the sunlight for photosynthesis take place?,Stem.,Leaf.,Roots.,Flower.,Leaf.,../Dataset/test/question_images/parts_plant_906.png,No,a diagram of a flower with parts labeled,b,Leaf.
779,779,introduction to plants,What is the bottom part called?,ovary,anther,filament,roots,roots,../Dataset/test/question_images/parts_plant_98.png,No,parts of a plant labeled,d.,roots
780,780,introduction to plants,Which part of a plant is found underground?,Roots,Petal,Leaf,Filament,Roots,../Dataset/test/question_images/parts_plant_98.png,No,parts of a plant labeled,a,Roots
